"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track.name","name"
"105",0.432,0.902,1,-4.982,0,0.127,0.00334,1.24e-06,0.155,0.402,168.927,"audio_features","2c8S1QStWiEVA4YuPrf3ds","spotify:track:2c8S1QStWiEVA4YuPrf3ds","https://api.spotify.com/v1/tracks/2c8S1QStWiEVA4YuPrf3ds","https://api.spotify.com/v1/audio-analysis/2c8S1QStWiEVA4YuPrf3ds",240760,4,"I Found Away feat. Douglas P","Andrew"
"106",0.572,0.783,11,-6.398,1,0.0353,0.0172,0,0.19,0.46,105.975,"audio_features","6jlqDfX8TQNxcaAz5oxYJA","spotify:track:6jlqDfX8TQNxcaAz5oxYJA","https://api.spotify.com/v1/tracks/6jlqDfX8TQNxcaAz5oxYJA","https://api.spotify.com/v1/audio-analysis/6jlqDfX8TQNxcaAz5oxYJA",255493,4,"Shattered (Turn The Car Around)","Andrew"
"107",0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,"audio_features","6gxycjJNMgmAyfzUXBN80P","spotify:track:6gxycjJNMgmAyfzUXBN80P","https://api.spotify.com/v1/tracks/6gxycjJNMgmAyfzUXBN80P","https://api.spotify.com/v1/audio-analysis/6gxycjJNMgmAyfzUXBN80P",258653,4,"Goodbye My Lover","Andrew"
"108",0.541,0.602,10,-6.033,1,0.0257,0.259,1.37e-06,0.125,0.446,81.32,"audio_features","13yEuYLJYxPCLJR0KNOqpk","spotify:track:13yEuYLJYxPCLJR0KNOqpk","https://api.spotify.com/v1/tracks/13yEuYLJYxPCLJR0KNOqpk","https://api.spotify.com/v1/audio-analysis/13yEuYLJYxPCLJR0KNOqpk",243280,4,"High","Andrew"
"109",0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007,"audio_features","1BV0m40U0M4t1SLIsDnwZl","spotify:track:1BV0m40U0M4t1SLIsDnwZl","https://api.spotify.com/v1/tracks/1BV0m40U0M4t1SLIsDnwZl","https://api.spotify.com/v1/audio-analysis/1BV0m40U0M4t1SLIsDnwZl",280027,4,"1973","Andrew"
"110",0.224,0.97,4,-4.086,1,0.104,0.000303,0,0.113,0.42,157.616,"audio_features","7DLCdS8s5vSN0SlsUSLmvC","spotify:track:7DLCdS8s5vSN0SlsUSLmvC","https://api.spotify.com/v1/tracks/7DLCdS8s5vSN0SlsUSLmvC","https://api.spotify.com/v1/audio-analysis/7DLCdS8s5vSN0SlsUSLmvC",187960,4,"Carrion","Andrew"
"111",0.588,0.829,6,-6.196,1,0.0511,0.0181,0.000462,0.153,0.495,140.041,"audio_features","0fr7Nl49mFbf6nXXca6YwO","spotify:track:0fr7Nl49mFbf6nXXca6YwO","https://api.spotify.com/v1/tracks/0fr7Nl49mFbf6nXXca6YwO","https://api.spotify.com/v1/audio-analysis/0fr7Nl49mFbf6nXXca6YwO",269967,4,"Learning to Survive","Andrew"
"112",0.593,0.552,1,-5.838,1,0.028,0.18,1.71e-05,0.11,0.39,115,"audio_features","4GyD3o5hWoyCuYpdlzZlRL","spotify:track:4GyD3o5hWoyCuYpdlzZlRL","https://api.spotify.com/v1/tracks/4GyD3o5hWoyCuYpdlzZlRL","https://api.spotify.com/v1/audio-analysis/4GyD3o5hWoyCuYpdlzZlRL",254181,4,"Doin' This","Andrew"
"113",0.464,0.764,8,-5.627,1,0.0324,0.017,0,0.101,0.589,81.814,"audio_features","7weV0rAc28XtScd8jo1ecd","spotify:track:7weV0rAc28XtScd8jo1ecd","https://api.spotify.com/v1/tracks/7weV0rAc28XtScd8jo1ecd","https://api.spotify.com/v1/audio-analysis/7weV0rAc28XtScd8jo1ecd",185200,4,"Everything We Need","Andrew"
"114",0.59,0.903,1,-4.478,0,0.0363,0.0232,0,0.0786,0.542,107.023,"audio_features","5ecZWU5uQOiCVSnPxBZNmT","spotify:track:5ecZWU5uQOiCVSnPxBZNmT","https://api.spotify.com/v1/tracks/5ecZWU5uQOiCVSnPxBZNmT","https://api.spotify.com/v1/audio-analysis/5ecZWU5uQOiCVSnPxBZNmT",213453,4,"7 Things - Single Version","Andrew"
"115",0.671,0.708,2,-6.197,0,0.0667,0.334,0.00976,0.151,0.793,179.964,"audio_features","5nK48hE5youQnfvytXTGDG","spotify:track:5nK48hE5youQnfvytXTGDG","https://api.spotify.com/v1/tracks/5nK48hE5youQnfvytXTGDG","https://api.spotify.com/v1/audio-analysis/5nK48hE5youQnfvytXTGDG",189187,4,"Reef","Andrew"
"116",0.507,0.378,9,-9.019,1,0.0332,0.852,0.000212,0.0937,0.085,135.86,"audio_features","4VbDTk82rqWqVgoQC93CkC","spotify:track:4VbDTk82rqWqVgoQC93CkC","https://api.spotify.com/v1/tracks/4VbDTk82rqWqVgoQC93CkC","https://api.spotify.com/v1/audio-analysis/4VbDTk82rqWqVgoQC93CkC",218532,4,"Dive Deep (Hushed)","Andrew"
"117",0.404,0.667,7,-6.624,0,0.0357,0.395,0,0.0991,0.38,150.046,"audio_features","1njJX9VnnYvcXPS5S2tYqe","spotify:track:1njJX9VnnYvcXPS5S2tYqe","https://api.spotify.com/v1/tracks/1njJX9VnnYvcXPS5S2tYqe","https://api.spotify.com/v1/audio-analysis/1njJX9VnnYvcXPS5S2tYqe",216400,4,"Someone, Somewhere - Acoustic Version","Andrew"
"118",0.177,0.06,8,-25.377,1,0.0574,0.956,0.848,0.103,0.0499,136.248,"audio_features","3aLof1zmaQ0GLcAc9YQ3Fq","spotify:track:3aLof1zmaQ0GLcAc9YQ3Fq","https://api.spotify.com/v1/tracks/3aLof1zmaQ0GLcAc9YQ3Fq","https://api.spotify.com/v1/audio-analysis/3aLof1zmaQ0GLcAc9YQ3Fq",357707,1,"Nuvole bianche","Andrew"
"119",0.412,0.227,0,-12.696,1,0.0359,0.787,4.69e-06,0.282,0.226,80.111,"audio_features","35r28RDot7nPE7y9K9H7l0","spotify:track:35r28RDot7nPE7y9K9H7l0","https://api.spotify.com/v1/tracks/35r28RDot7nPE7y9K9H7l0","https://api.spotify.com/v1/audio-analysis/35r28RDot7nPE7y9K9H7l0",257267,4,"Feeling Whitney","Andrew"
"120",0.651,0.466,6,-9.403,1,0.0305,0.541,0.0027,0.116,0.326,86.953,"audio_features","5UDqWOgDdixYMAgAyNbpgh","spotify:track:5UDqWOgDdixYMAgAyNbpgh","https://api.spotify.com/v1/tracks/5UDqWOgDdixYMAgAyNbpgh","https://api.spotify.com/v1/audio-analysis/5UDqWOgDdixYMAgAyNbpgh",206893,4,"Merry Go 'Round","Andrew"
"121",0.602,0.609,0,-7.803,1,0.0243,0.0382,2e-04,0.127,0.337,93.06,"audio_features","1q3RiD1tIWUpGsNFADMlvl","spotify:track:1q3RiD1tIWUpGsNFADMlvl","https://api.spotify.com/v1/tracks/1q3RiD1tIWUpGsNFADMlvl","https://api.spotify.com/v1/audio-analysis/1q3RiD1tIWUpGsNFADMlvl",327893,4,"All Too Well","Andrew"
"122",0.57,0.618,10,-4.966,1,0.0445,0.153,0,0.159,0.286,138.034,"audio_features","1yRke3PmsyFrYlFZOAkABk","spotify:track:1yRke3PmsyFrYlFZOAkABk","https://api.spotify.com/v1/tracks/1yRke3PmsyFrYlFZOAkABk","https://api.spotify.com/v1/audio-analysis/1yRke3PmsyFrYlFZOAkABk",231832,4,"half of my hometown (feat. Kenny Chesney)","Andrew"
"123",0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,"audio_features","1mMLMZYXkMueg65jRRWG1l","spotify:track:1mMLMZYXkMueg65jRRWG1l","https://api.spotify.com/v1/tracks/1mMLMZYXkMueg65jRRWG1l","https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l",240760,4,"When It Rains It Pours","Andrew"
"124",0.803,0.573,1,-7.366,1,0.3,0.015,0,0.282,0.567,87.515,"audio_features","3eQ5FWEktIf00bLjoDjhc6","spotify:track:3eQ5FWEktIf00bLjoDjhc6","https://api.spotify.com/v1/tracks/3eQ5FWEktIf00bLjoDjhc6","https://api.spotify.com/v1/audio-analysis/3eQ5FWEktIf00bLjoDjhc6",191927,4,"I Really (with 42 Dugg & Moneybagg Yo)","Andrew"
"125",0.602,0.79,0,-7.129,1,0.115,0.0302,0.0116,0.101,0.566,179.928,"audio_features","3Jc2FPXaPVwyvVLmlCGF4N","spotify:track:3Jc2FPXaPVwyvVLmlCGF4N","https://api.spotify.com/v1/tracks/3Jc2FPXaPVwyvVLmlCGF4N","https://api.spotify.com/v1/audio-analysis/3Jc2FPXaPVwyvVLmlCGF4N",238120,4,"Gopher Guts","Andrew"
"126",0.582,0.537,0,-9.229,1,0.619,0.129,0,0.0749,0.771,82.103,"audio_features","0nqhKXDjsyBMvbeWmgijD0","spotify:track:0nqhKXDjsyBMvbeWmgijD0","https://api.spotify.com/v1/tracks/0nqhKXDjsyBMvbeWmgijD0","https://api.spotify.com/v1/audio-analysis/0nqhKXDjsyBMvbeWmgijD0",180930,4,"Wockesha","Andrew"
"127",0.474,0.532,11,-11.141,0,0.0432,0.00386,0.27,0.0805,0.0414,151.982,"audio_features","2AsIm3Hr3GS4P4nntYSs2Q","spotify:track:2AsIm3Hr3GS4P4nntYSs2Q","https://api.spotify.com/v1/tracks/2AsIm3Hr3GS4P4nntYSs2Q","https://api.spotify.com/v1/audio-analysis/2AsIm3Hr3GS4P4nntYSs2Q",260613,4,"Where Is My Mind","Andrew"
"128",0.549,0.653,0,-7.47,1,0.0503,0.457,0,0.0969,0.287,121.348,"audio_features","6bLU8e0LGyztE9iD5DWBQ1","spotify:track:6bLU8e0LGyztE9iD5DWBQ1","https://api.spotify.com/v1/tracks/6bLU8e0LGyztE9iD5DWBQ1","https://api.spotify.com/v1/audio-analysis/6bLU8e0LGyztE9iD5DWBQ1",187173,4,"Hallucinogenics","Andrew"
"129",0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,"audio_features","1gugDOSMREb34Xo0c1PlxM","spotify:track:1gugDOSMREb34Xo0c1PlxM","https://api.spotify.com/v1/tracks/1gugDOSMREb34Xo0c1PlxM","https://api.spotify.com/v1/audio-analysis/1gugDOSMREb34Xo0c1PlxM",202496,4,"She Looks So Perfect","Andrew"
"130",0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,"audio_features","2hns6Dv29Yrg68AVTJiAyA","spotify:track:2hns6Dv29Yrg68AVTJiAyA","https://api.spotify.com/v1/tracks/2hns6Dv29Yrg68AVTJiAyA","https://api.spotify.com/v1/audio-analysis/2hns6Dv29Yrg68AVTJiAyA",208493,4,"Who Knew","Andrew"
"131",0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,"audio_features","1Xi84slp6FryDSCbzq4UCD","spotify:track:1Xi84slp6FryDSCbzq4UCD","https://api.spotify.com/v1/tracks/1Xi84slp6FryDSCbzq4UCD","https://api.spotify.com/v1/audio-analysis/1Xi84slp6FryDSCbzq4UCD",183624,3,"Arcade","Andrew"
"132",0.521,0.762,9,-5.059,1,0.0362,0.0961,6.15e-06,0.395,0.486,143.866,"audio_features","6guWjUuNYziyNXgjFo1IpF","spotify:track:6guWjUuNYziyNXgjFo1IpF","https://api.spotify.com/v1/tracks/6guWjUuNYziyNXgjFo1IpF","https://api.spotify.com/v1/audio-analysis/6guWjUuNYziyNXgjFo1IpF",191987,4,"Houston, We Got a Problem","Andrew"
"133",0.565,0.835,9,-3.379,1,0.0335,0.34,0,0.0726,0.763,105.007,"audio_features","693NFnfJZt16AFDaZqlflo","spotify:track:693NFnfJZt16AFDaZqlflo","https://api.spotify.com/v1/tracks/693NFnfJZt16AFDaZqlflo","https://api.spotify.com/v1/audio-analysis/693NFnfJZt16AFDaZqlflo",220120,4,"Done","Andrew"
"134",0.562,0.683,7,-4.427,1,0.0296,0.00531,0,0.107,0.385,132.003,"audio_features","6vC90OOjZR165Hw8CpsqEm","spotify:track:6vC90OOjZR165Hw8CpsqEm","https://api.spotify.com/v1/tracks/6vC90OOjZR165Hw8CpsqEm","https://api.spotify.com/v1/audio-analysis/6vC90OOjZR165Hw8CpsqEm",244798,4,"Pretty Heart","Andrew"
"135",0.587,0.35,2,-10.954,1,0.0318,0.74,0,0.156,0.17,74.479,"audio_features","4BXkf6yww23Vdju7E1fUrn","spotify:track:4BXkf6yww23Vdju7E1fUrn","https://api.spotify.com/v1/tracks/4BXkf6yww23Vdju7E1fUrn","https://api.spotify.com/v1/audio-analysis/4BXkf6yww23Vdju7E1fUrn",259453,4,"Whiskey Lullaby (feat. Alison Krauss)","Andrew"
"136",0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,"audio_features","6IBcOGPsniK3Pso1wHIhew","spotify:track:6IBcOGPsniK3Pso1wHIhew","https://api.spotify.com/v1/tracks/6IBcOGPsniK3Pso1wHIhew","https://api.spotify.com/v1/audio-analysis/6IBcOGPsniK3Pso1wHIhew",232533,4,"Forever After All","Andrew"
"137",0.479,0.642,11,-5.727,1,0.0302,0.0269,0,0.105,0.372,157.981,"audio_features","1MTEImRXVeL8VTDSDbgW6V","spotify:track:1MTEImRXVeL8VTDSDbgW6V","https://api.spotify.com/v1/tracks/1MTEImRXVeL8VTDSDbgW6V","https://api.spotify.com/v1/audio-analysis/1MTEImRXVeL8VTDSDbgW6V",220455,4,"Carolina Can","Andrew"
"138",0.473,0.859,4,-5.948,1,0.0396,0.194,2.6e-06,0.161,0.787,75.824,"audio_features","2yARskwKoNDTbL61y3qqjy","spotify:track:2yARskwKoNDTbL61y3qqjy","https://api.spotify.com/v1/tracks/2yARskwKoNDTbL61y3qqjy","https://api.spotify.com/v1/audio-analysis/2yARskwKoNDTbL61y3qqjy",215120,4,"Hold on Forever","Andrew"
"139",0.307,0.713,1,-11.607,1,0.0899,0.0937,0.781,0.185,0.117,135.675,"audio_features","0JK8uhwZQtdctdCH2eiKaq","spotify:track:0JK8uhwZQtdctdCH2eiKaq","https://api.spotify.com/v1/tracks/0JK8uhwZQtdctdCH2eiKaq","https://api.spotify.com/v1/audio-analysis/0JK8uhwZQtdctdCH2eiKaq",340520,4,"Cuba Chase","Andrew"
"140",0.318,0.308,5,-13.676,0,0.0285,0.438,0.889,0.109,0.0592,103.925,"audio_features","0o9ivTBX7mjTnaUYF4Gk6t","spotify:track:0o9ivTBX7mjTnaUYF4Gk6t","https://api.spotify.com/v1/tracks/0o9ivTBX7mjTnaUYF4Gk6t","https://api.spotify.com/v1/audio-analysis/0o9ivTBX7mjTnaUYF4Gk6t",157027,4,"The Imitation Game","Andrew"
"141",0.262,0.224,9,-20.231,0,0.0463,0.0545,0.95,0.118,0.0388,119.715,"audio_features","1W6LZGinxm6voDaC8NVnDU","spotify:track:1W6LZGinxm6voDaC8NVnDU","https://api.spotify.com/v1/tracks/1W6LZGinxm6voDaC8NVnDU","https://api.spotify.com/v1/audio-analysis/1W6LZGinxm6voDaC8NVnDU",246272,4,"No Time for Caution","Andrew"
"142",0.534,0.33,5,-27.167,1,0.0427,0.528,0.822,0.112,0.0345,120.013,"audio_features","3Rf4ndR0ixZcuBF5gIIBYn","spotify:track:3Rf4ndR0ixZcuBF5gIIBYn","https://api.spotify.com/v1/tracks/3Rf4ndR0ixZcuBF5gIIBYn","https://api.spotify.com/v1/audio-analysis/3Rf4ndR0ixZcuBF5gIIBYn",414896,3,"Imperfect Lock","Andrew"
"143",0.304,0.0585,9,-16.949,0,0.0351,0.59,0.928,0.0982,0.0371,119.975,"audio_features","6w5sIyRvjTCqmE0LELgfSE","spotify:track:6w5sIyRvjTCqmE0LELgfSE","https://api.spotify.com/v1/tracks/6w5sIyRvjTCqmE0LELgfSE","https://api.spotify.com/v1/audio-analysis/6w5sIyRvjTCqmE0LELgfSE",219093,4,"Mountains","Andrew"
"144",0.112,0.123,4,-23.025,0,0.0433,0.964,0.696,0.103,0.0298,92.617,"audio_features","3oBPdHjwv1wREB2l57ewuX","spotify:track:3oBPdHjwv1wREB2l57ewuX","https://api.spotify.com/v1/tracks/3oBPdHjwv1wREB2l57ewuX","https://api.spotify.com/v1/audio-analysis/3oBPdHjwv1wREB2l57ewuX",341396,4,"Dust","Andrew"
"145",0.18,0.226,9,-16.457,0,0.042,0.951,0.982,0.0998,0.048,94.079,"audio_features","6a8oa7GncjrVYZuUsNVEMu","spotify:track:6a8oa7GncjrVYZuUsNVEMu","https://api.spotify.com/v1/tracks/6a8oa7GncjrVYZuUsNVEMu","https://api.spotify.com/v1/audio-analysis/6a8oa7GncjrVYZuUsNVEMu",126960,4,"Cornfield Chase","Andrew"
"146",0.163,0.41,4,-16.699,0,0.0695,0.419,0.964,0.0853,0.0369,130.045,"audio_features","1CCq5q1Bv4NLktpSCIr4Yj","spotify:track:1CCq5q1Bv4NLktpSCIr4Yj","https://api.spotify.com/v1/tracks/1CCq5q1Bv4NLktpSCIr4Yj","https://api.spotify.com/v1/audio-analysis/1CCq5q1Bv4NLktpSCIr4Yj",197358,4,"The Blue Planet","Andrew"
"147",0.286,0.0968,7,-16.806,1,0.0323,0.178,0.696,0.0861,0.0395,62.881,"audio_features","6ZFbXIJkuI1dVNWvzJzown","spotify:track:6ZFbXIJkuI1dVNWvzJzown","https://api.spotify.com/v1/tracks/6ZFbXIJkuI1dVNWvzJzown","https://api.spotify.com/v1/audio-analysis/6ZFbXIJkuI1dVNWvzJzown",275556,4,"Time","Andrew"
"148",0.501,0.219,3,-8.226,1,0.0357,0.812,0,0.125,0.264,120.931,"audio_features","3Lp3nA3GZ9kgLg3yoqJ4NX","spotify:track:3Lp3nA3GZ9kgLg3yoqJ4NX","https://api.spotify.com/v1/tracks/3Lp3nA3GZ9kgLg3yoqJ4NX","https://api.spotify.com/v1/audio-analysis/3Lp3nA3GZ9kgLg3yoqJ4NX",210008,4,"Titanium","Andrew"
"149",0.49,0.615,4,-7.878,0,0.0286,0.386,0,0.0814,0.11,109.985,"audio_features","4sBOU30e7J2KF2VzBwDG2M","spotify:track:4sBOU30e7J2KF2VzBwDG2M","https://api.spotify.com/v1/tracks/4sBOU30e7J2KF2VzBwDG2M","https://api.spotify.com/v1/audio-analysis/4sBOU30e7J2KF2VzBwDG2M",216000,4,"Johnny Cash - Stripped","Andrew"
"150",0.415,0.592,0,-10.836,0,0.0363,0.258,0.192,0.0693,0.235,114.956,"audio_features","4B161tnzwvFCWiOfx9T8Di","spotify:track:4B161tnzwvFCWiOfx9T8Di","https://api.spotify.com/v1/tracks/4B161tnzwvFCWiOfx9T8Di","https://api.spotify.com/v1/audio-analysis/4B161tnzwvFCWiOfx9T8Di",299014,4,"Dying Is Absolutely Safe","Andrew"
"151",0.554,0.927,7,-3.641,1,0.0378,0.044,3.32e-06,0.0876,0.81,138,"audio_features","4ccM2xBxicGigjLqt6A0YY","spotify:track:4ccM2xBxicGigjLqt6A0YY","https://api.spotify.com/v1/tracks/4ccM2xBxicGigjLqt6A0YY","https://api.spotify.com/v1/audio-analysis/4ccM2xBxicGigjLqt6A0YY",188613,4,"Accidentally In Love","Andrew"
"152",0.565,0.586,11,-7.726,1,0.0363,0.0175,0,0.204,0.43,147.986,"audio_features","2ccNaerby1wXA993dY6XsR","spotify:track:2ccNaerby1wXA993dY6XsR","https://api.spotify.com/v1/tracks/2ccNaerby1wXA993dY6XsR","https://api.spotify.com/v1/audio-analysis/2ccNaerby1wXA993dY6XsR",203842,4,"if this is the last time","Andrew"
"153",0.537,0.674,5,-5.134,0,0.0277,0.0088,0,0.265,0.33,136.002,"audio_features","4bVuIlGQBMWS7vIhcx8Ae4","spotify:track:4bVuIlGQBMWS7vIhcx8Ae4","https://api.spotify.com/v1/tracks/4bVuIlGQBMWS7vIhcx8Ae4","https://api.spotify.com/v1/audio-analysis/4bVuIlGQBMWS7vIhcx8Ae4",214107,4,"What Hurts The Most","Andrew"
"154",0.626,0.55,9,-5.105,0,0.029,0.051,0,0.118,0.123,133.976,"audio_features","42SOtYBdnfj9zEdZSlAq5k","spotify:track:42SOtYBdnfj9zEdZSlAq5k","https://api.spotify.com/v1/tracks/42SOtYBdnfj9zEdZSlAq5k","https://api.spotify.com/v1/audio-analysis/42SOtYBdnfj9zEdZSlAq5k",221096,4,"Finally // beautiful stranger","Andrew"
"155",0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,"audio_features","73SpzrcaHk0RQPFP73vqVR","spotify:track:73SpzrcaHk0RQPFP73vqVR","https://api.spotify.com/v1/tracks/73SpzrcaHk0RQPFP73vqVR","https://api.spotify.com/v1/audio-analysis/73SpzrcaHk0RQPFP73vqVR",242265,4,"No Time To Die","Andrew"
"156",0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,"audio_features","64yrDBpcdwEdNY9loyEGbX","spotify:track:64yrDBpcdwEdNY9loyEGbX","https://api.spotify.com/v1/tracks/64yrDBpcdwEdNY9loyEGbX","https://api.spotify.com/v1/audio-analysis/64yrDBpcdwEdNY9loyEGbX",321093,4,"21 Guns","Andrew"
"157",0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,"audio_features","3LlAyCYU26dvFZBDUIMb7a","spotify:track:3LlAyCYU26dvFZBDUIMb7a","https://api.spotify.com/v1/tracks/3LlAyCYU26dvFZBDUIMb7a","https://api.spotify.com/v1/audio-analysis/3LlAyCYU26dvFZBDUIMb7a",175200,4,"Demons","Andrew"
"158",0.493,0.947,7,-4.414,0,0.0511,0.00026,0.017,0.393,0.212,146.042,"audio_features","1ypHl7hi3yP9Vpiwt3uGtC","spotify:track:1ypHl7hi3yP9Vpiwt3uGtC","https://api.spotify.com/v1/tracks/1ypHl7hi3yP9Vpiwt3uGtC","https://api.spotify.com/v1/audio-analysis/1ypHl7hi3yP9Vpiwt3uGtC",224587,4,"Dance in the Fire","Andrew"
"159",0.372,0.355,8,-8.436,0,0.03,0.754,0,0.167,0.142,126.705,"audio_features","6TYlDTa9AQDvjqwbxlvFyI","spotify:track:6TYlDTa9AQDvjqwbxlvFyI","https://api.spotify.com/v1/tracks/6TYlDTa9AQDvjqwbxlvFyI","https://api.spotify.com/v1/audio-analysis/6TYlDTa9AQDvjqwbxlvFyI",237427,4,"Conversations in the Dark","Andrew"
"160",0.477,0.663,6,-5.793,0,0.0285,0.0333,0,0.145,0.344,94.084,"audio_features","3NRhy4mzDwQc6IgPwyQM1x","spotify:track:3NRhy4mzDwQc6IgPwyQM1x","https://api.spotify.com/v1/tracks/3NRhy4mzDwQc6IgPwyQM1x","https://api.spotify.com/v1/audio-analysis/3NRhy4mzDwQc6IgPwyQM1x",222440,4,"Be Somebody","Andrew"
"161",0.167,0.851,4,-4.039,1,0.0421,0.0127,0,0.172,0.11,175.426,"audio_features","1OTvWduKQV0MQd2gnGM9He","spotify:track:1OTvWduKQV0MQd2gnGM9He","https://api.spotify.com/v1/tracks/1OTvWduKQV0MQd2gnGM9He","https://api.spotify.com/v1/audio-analysis/1OTvWduKQV0MQd2gnGM9He",291360,3,"With Me","Andrew"
"162",0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,"audio_features","6ihL9TjfRjadfEePzXXyVF","spotify:track:6ihL9TjfRjadfEePzXXyVF","https://api.spotify.com/v1/tracks/6ihL9TjfRjadfEePzXXyVF","https://api.spotify.com/v1/audio-analysis/6ihL9TjfRjadfEePzXXyVF",213107,4,"Gives You Hell","Andrew"
"163",0.282,0.499,4,-7.969,1,0.0292,0.273,0.908,0.153,0.279,95.95,"audio_features","59tcQJiHwApzE4h6yVnL9i","spotify:track:59tcQJiHwApzE4h6yVnL9i","https://api.spotify.com/v1/tracks/59tcQJiHwApzE4h6yVnL9i","https://api.spotify.com/v1/audio-analysis/59tcQJiHwApzE4h6yVnL9i",699261,4,"Ocean","Andrew"
"164",0.449,0.775,7,-12.029,1,0.0405,0.162,0.149,0.248,0.313,94.907,"audio_features","5qm0KiVKMXW1kq6VrnIhz5","spotify:track:5qm0KiVKMXW1kq6VrnIhz5","https://api.spotify.com/v1/tracks/5qm0KiVKMXW1kq6VrnIhz5","https://api.spotify.com/v1/audio-analysis/5qm0KiVKMXW1kq6VrnIhz5",249768,4,"Cliffs Of Dover - Instrumental","Andrew"
"165",0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,"audio_features","4VginDwYTP2eaHJzO0QMjG","spotify:track:4VginDwYTP2eaHJzO0QMjG","https://api.spotify.com/v1/tracks/4VginDwYTP2eaHJzO0QMjG","https://api.spotify.com/v1/audio-analysis/4VginDwYTP2eaHJzO0QMjG",214907,4,"Circles","Andrew"
"166",0.512,0.581,6,-5.096,0,0.032,0.802,0,0.0979,0.37,113.021,"audio_features","6THisU6JCZzn9PSmHX2wnT","spotify:track:6THisU6JCZzn9PSmHX2wnT","https://api.spotify.com/v1/tracks/6THisU6JCZzn9PSmHX2wnT","https://api.spotify.com/v1/audio-analysis/6THisU6JCZzn9PSmHX2wnT",265619,4,"Alone In A Room - Acoustic Version","Andrew"
"167",0.465,0.517,4,-6.189,1,0.0284,0.00854,0.0403,0.209,0.137,136.176,"audio_features","1TvNcWY7WwPLQINhimxycA","spotify:track:1TvNcWY7WwPLQINhimxycA","https://api.spotify.com/v1/tracks/1TvNcWY7WwPLQINhimxycA","https://api.spotify.com/v1/audio-analysis/1TvNcWY7WwPLQINhimxycA",284373,3,"Hear You Me","Andrew"
"168",0.353,0.762,3,-5.422,1,0.0386,0.00245,6.4e-06,0.0907,0.169,148.008,"audio_features","04QKeqtQ1KCDHTXK6mNwqX","spotify:track:04QKeqtQ1KCDHTXK6mNwqX","https://api.spotify.com/v1/tracks/04QKeqtQ1KCDHTXK6mNwqX","https://api.spotify.com/v1/audio-analysis/04QKeqtQ1KCDHTXK6mNwqX",248173,4,"Not Alone","Andrew"
"169",0.351,0.88,6,-3.651,0,0.0564,3.26e-06,0.552,0.298,0.536,157.016,"audio_features","7e5xSRGOpvzqIGN40g5Rtp","spotify:track:7e5xSRGOpvzqIGN40g5Rtp","https://api.spotify.com/v1/tracks/7e5xSRGOpvzqIGN40g5Rtp","https://api.spotify.com/v1/audio-analysis/7e5xSRGOpvzqIGN40g5Rtp",197681,4,"Bones","Andrew"
"170",0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918,"audio_features","0ADZ5dmXhlfzjMw6lefoPl","spotify:track:0ADZ5dmXhlfzjMw6lefoPl","https://api.spotify.com/v1/tracks/0ADZ5dmXhlfzjMw6lefoPl","https://api.spotify.com/v1/audio-analysis/0ADZ5dmXhlfzjMw6lefoPl",238173,4,"Far Away","Andrew"
"171",0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,"audio_features","0B8QzDH7YWih85V5SEMnyJ","spotify:track:0B8QzDH7YWih85V5SEMnyJ","https://api.spotify.com/v1/tracks/0B8QzDH7YWih85V5SEMnyJ","https://api.spotify.com/v1/audio-analysis/0B8QzDH7YWih85V5SEMnyJ",198944,4,"Money Longer","Andrew"
"172",0.862,0.624,8,-5.348,1,0.147,0.183,0,0.195,0.523,122.029,"audio_features","5iHaOaMTQA3f24kD4oTR2x","spotify:track:5iHaOaMTQA3f24kD4oTR2x","https://api.spotify.com/v1/tracks/5iHaOaMTQA3f24kD4oTR2x","https://api.spotify.com/v1/audio-analysis/5iHaOaMTQA3f24kD4oTR2x",222295,4,"Moment of Clarity","Andrew"
